disruption_freq,duration,traffic,order_drop,activity,claims,disruption_traffic_interaction,exposure_index,resilience_gap,rolling_disruption_3h,traffic_lag_1,previous_risk_score,risk_trend_1h,risk_score,risk_category
0.13236309356874243,0.0,0.19907850423419066,0.10566797435161071,0.7949761250678913,0.08003482673305064,0.026350646683475462,0.09953925211709533,0.20502387493210872,0.24005887933249015,0.11903173011276712,0.26689010940260305,0.4837006190951604,0.24077349271485166,LOW
0.17513228853517027,0.1431543149492551,0.20238774251256078,0.17204904100647445,0.8973591731433902,0.16380354999906516,0.03544462851769154,0.17277102873090794,0.1026408268566098,0.2863425789741943,0.0836917005324056,0.3833578603858159,0.49037612126432384,0.30008243319183153,LOW
0.27154645842181846,0.17412003835478226,0.20563071163002375,0.22542615888062328,0.8448508217801927,0.24799894040825557,0.05583829148589119,0.189875374992403,0.15514917821980734,0.22394314497934964,0.25038076129528036,0.3091581881883831,0.5053309840996894,0.34841010870063754,MEDIUM
0.8165404503797185,0.8053816724865783,0.8642623488881658,0.8185698130515833,0.25858364557115937,0.721516350175414,0.7057051676073762,0.834822010687372,0.7414163544288406,0.7446504799003634,0.5048467533570276,0.8638652953927427,0.5934501102500341,1.0,HIGH
0.12265104857313666,0.09844014493820118,0.12200040223442071,0.2180054044796581,0.9087612077965797,0.13053103930598242,0.014963477260396145,0.11022027358631095,0.09123879220342035,0.370911200505268,0.4619449433843294,0.6807002424472157,0.35753304619037884,0.37486308826199594,MEDIUM
0.8211135803523464,0.831755927280324,0.7060871436293149,0.8445076283585187,0.24651593924008186,0.7215262655072251,0.5797777425462282,0.7689215354548194,0.7534840607599181,0.4979280950527895,0.38820757487394136,0.5196661374058723,0.6605315593409418,1.0,HIGH
0.3554136985160721,0.17697598267070316,0.2198224510156877,0.08745803516451744,0.553251243233222,0.17747567813986603,0.07812791033235365,0.19839921684319545,0.44674875676677805,0.3476585261587051,0.24617179552250318,0.4548540765792851,0.497056682805847,0.40686718944968514,MEDIUM
0.8201056027865853,0.7934850418231081,0.7851246726037417,0.8622270744643502,0.2969589122950004,0.7430511319447857,0.643885142888312,0.7893048572134249,0.7030410877049996,0.6251498026114367,0.7930926996850414,1.0,0.5568931346362846,1.0,HIGH
0.6340181813998291,0.6114815053982483,0.5442869407156256,0.5718158918014427,0.4518953457777289,0.5509044206999115,0.34508781631219754,0.577884223056937,0.5481046542222712,0.5524620642080327,0.860403664613451,1.0,0.46124349037797385,0.8436930933501247,HIGH
0.17864229943338814,0.2270926528324644,0.05618650889267093,0.08856257337082814,0.8194260700380028,0.06581746113619837,0.010037287145721246,0.14163958086256767,0.18057392996199717,0.38602060283532635,0.27316467802736055,0.5443001542899095,0.3943908751524806,0.3331247023326161,LOW
0.33545125974462403,0.2937342819962375,0.32866653059708584,0.2544920303874522,0.7313641668297939,0.2012059619469086,0.11025160172468747,0.3112004062966617,0.2686358331702061,0.21788745792089445,0.19433393103049873,0.293183939568363,0.5621356604604363,0.4365928213158507,MEDIUM
0.31165378052087417,0.4389289261115863,0.4492658194341346,0.4819530339400559,0.7335124258834794,0.42056681056829537,0.14001539108545646,0.44409737277286043,0.2664875741165206,0.38615067507579676,0.5778490328007516,0.6981232748205559,0.4519342889601998,0.5598913583570129,MEDIUM
0.3527668527939404,0.2849910661077857,0.26771915049272316,0.2369057984898777,0.7390107292243882,0.23662304608959894,0.09444244215198525,0.27635510830025445,0.26098927077561185,0.21634414723916148,0.21453508571402458,0.304955018159043,0.5515636246221733,0.3973000742009174,MEDIUM
0.07521324186193915,0.0,0.1264332704841438,0.02367403052901934,1.0,0.017170828419468535,0.009509456152319878,0.0632166352420719,0.0,0.24671872077743343,0.1531179994551609,0.3366259555441168,0.4432114105311483,0.17659099320401705,LOW
0.17432887475438538,0.004607577451104766,0.2659653716543069,0.0,0.897421922323593,0.07636797704601783,0.04636544396412723,0.13528647455270582,0.10257807767640703,0.23842387453008754,0.21799426243729622,0.39259007618871167,0.4903657219106915,0.29487968270120984,LOW
0.595982142920084,0.569590006614012,0.7150389177933278,0.539697862069035,0.5768631887310854,0.49304927681756316,0.42615042649772533,0.64231446220367,0.42313681126891456,0.3629631567817129,0.323563706881357,0.3358547833895631,0.6482007380239054,0.7951288763654488,HIGH
0.5364664115699155,0.5777808620727153,0.5057945325492705,0.43782039319442406,0.542951621198219,0.4517698287623506,0.27134177786839,0.541787697310993,0.45704837880178095,0.5392809540052234,0.4008493186811194,0.6758782115584293,0.5201446800430378,0.7948862521284445,HIGH
0.3067807921221371,0.28247060224169307,0.38018982760420883,0.2214938925213481,0.6717324179856325,0.21535398098045355,0.11663493646919793,0.33133021492295095,0.32826758201436745,0.45809760558274787,0.6304481214907585,0.8131054320496908,0.40455329718450683,0.501790895135579,MEDIUM
0.2070971644009052,0.035481342662404436,0.17232210923193078,0.16402282592370843,0.8411852333052292,0.09008817892881191,0.03568742018551591,0.10390172594716761,0.1588147666947708,0.14667075404669752,0.06936761360594153,0.28736087694326873,0.5387188222314602,0.2927529849015636,LOW
0.17399298541325664,0.09344944306371725,0.3363388468161412,0.18187350132928684,0.8418309798700476,0.11991641257737827,0.05852060006799241,0.2148941449399292,0.15816902012995238,0.39125991198461135,0.5154295762101847,0.6843416878213046,0.3990017761497849,0.3911227179625291,MEDIUM
0.3665470625424441,0.3652678794087037,0.3635209945911833,0.3330356381380606,0.6443612088078836,0.2715829467908039,0.13324755273990596,0.3643944369999435,0.3556387911921164,0.26888690891698147,0.09088344767677471,0.30942205323219285,0.5838255554705205,0.5009938197600862,MEDIUM
0.21938539876382138,0.11264588166869842,0.1688286568135793,0.12373026019790938,0.8591514428814393,0.1484656503645666,0.037038542197807445,0.14073726924113886,0.1408485571185607,0.2072892550255985,0.22880346444163596,0.45167230727198615,0.4916338815958555,0.33494754516840575,LOW
0.2447608995413977,0.29491363099323925,0.14561096154012687,0.28095450602323224,0.800311111769954,0.24256046162981165,0.03563986992964932,0.22026229626668306,0.19968888823004605,0.3528879135791829,0.46394956267525417,0.5920849474917596,0.403894175561639,0.4237001424666214,MEDIUM
